DiversidadeLexica,TamanhoMedioDasPalavras,TamanhoMedioSentencas,StdevSentencas,TamanhoMedioParagrafos,TamanhoDocumento,Ponto,Virgulas,PontoEVirgula,Exclamacoes,DoisPontos,Travessao,E,Mas,Porem,Se,Isto,Mais,Precisa,Pode,Esse,Muito,FreqAdjetivos,FreqAdv,FreqArt,FreqSubs,FreqPrep,FreqVerbos,FreqConj,FreqPronomes,TermosNaoTageados,Vogais,LetrasA,LetrasE,LetrasI,LetrasO,LetrasU,FrequenciaDeHapaxLegomenaLocal,FrequenciaDeCollocations,TamanhoMaisFrequenteDePalavras,TamanhoMaiorPalavra,GuiraudR,HerdanC,HerdanV,MedidaK,DugastU,MaasA,MedidaLN,HonoresH,Classe(Autor)
60.700389105058356,6.397435897435898,20.545454545454547,16.74060733319725,226.0,1485,3.891050583657588,4.669260700389105,0.0,0.0,1.5564202334630348,0.0,5.058365758754863,0.0,0.0,0.7782101167315175,0.0,0.0,0.0,0.3891050583657588,0.0,0.0,0.0622568093385214,0.023346303501945533,0.07392996108949416,0.19066147859922172,0.08949416342412451,0.10505836575875488,0.10505836575875488,0.02723735408560312,0.2256809338521401,560,147,140,104,114,55,0.4824902723735409,0.011673151750972765,2,16,9.73101,0.91004,156.0,2.42765,88.98644,0.10601,-0.12491,0.79487,'SDJME'
56.04651162790698,6.381742738589213,16.952380952380953,9.906593237292073,356.0,2336,4.418604651162791,3.7209302325581404,2.7906976744186047,0.0,4.418604651162791,0.4651162790697674,2.3255813953488373,0.0,0.0,0.2325581395348837,0.0,0.0,0.0,0.0,0.0,0.0,0.060465116279069774,0.01627906976744186,0.07674418604651162,0.19069767441860466,0.06744186046511629,0.07906976744186046,0.07209302325581396,0.03953488372093023,0.26046511627906976,849,193,247,130,204,75,0.4534883720930232,0.002325581395348837,2,16,11.62205,0.90452,241.0,2.5289,91.62044,0.10447,-0.11431,0.80913,'BMM'
57.74647887323944,6.1138211382113825,37.2,17.31357848626332,186.0,1214,1.8779342723004693,4.694835680751174,0.9389671361502347,0.0,0.4694835680751174,0.0,1.4084507042253518,0.4694835680751174,0.0,0.0,0.0,0.9389671361502347,0.4694835680751174,0.0,0.0,0.0,0.07511737089201878,0.028169014084507043,0.12206572769953053,0.2112676056338028,0.09389671361502347,0.1267605633802817,0.06103286384976527,0.03755868544600939,0.1643192488262911,453,134,104,79,90,46,0.39436619718309857,0.004694835680751174,2,21,8.42782,0.8975799999999999,123.0,2.35232,75.51894,0.11507,-0.12928,0.68293,'DJE'
58.7912087912088,6.149532710280374,28.16666666666667,12.667763110439914,169.0,1059,3.2967032967032965,4.945054945054945,0.0,0.0,0.0,0.0,1.6483516483516485,0.0,0.0,1.6483516483516485,0.0,1.0989010989010992,0.0,0.5494505494505495,0.0,0.0,0.04395604395604396,0.054945054945054944,0.08791208791208792,0.2307692307692308,0.1153846153846154,0.0989010989010989,0.06043956043956044,0.04945054945054945,0.17582417582417584,385,119,93,58,86,29,0.4120879120879121,0.005494505494505495,1,21,7.9313699999999985,0.8979299999999999,107.0,2.31794,73.55467,0.1166,-0.13318,0.70093,'VE'
53.48837209302325,6.797101449275362,33.42857142857143,16.893423427536554,234.0,1488,2.3255813953488373,6.2015503875969005,0.0,0.0,0.0,0.0,1.937984496124031,0.0,0.0,0.0,0.0,0.7751937984496124,0.0,0.0,0.0,0.3875968992248062,0.05426356589147287,0.034883720930232565,0.1124031007751938,0.2131782945736434,0.1124031007751938,0.12403100775193796,0.08139534883720931,0.034883720930232565,0.13565891472868216,557,122,170,71,137,57,0.37209302325581395,0.01937984496124031,3,21,8.5915,0.8873200000000001,138.0,2.36791,71.09733,0.1186,-0.12482,0.69565,'SDFI'
45.33479692645445,7.530266343825666,34.625,13.403396646621582,831.0,5585,2.6344676180021955,6.0373216245883645,0.0,0.0,0.0,0.0,3.402854006586169,0.1097694840834248,0.2195389681668496,0.4390779363336992,0.1097694840834248,0.1097694840834248,0.0,0.0,0.0,0.1097694840834248,0.07683863885839738,0.04171240395170143,0.10757409440175633,0.2239297475301866,0.10757409440175633,0.10428100987925357,0.07025246981339188,0.054884742041712405,0.12403951701427005,2079,556,566,350,470,137,0.32930845225027444,0.013172338090010977,2,22,13.6833,0.8839100000000001,413.0,2.63542,84.68748000000002,0.10867,-0.10172,0.72639,'SDFI'
42.69406392694064,6.625668449197861,34.73913043478261,21.33626712656247,799.0,5069,2.5114155251141552,2.853881278538813,0.3424657534246575,0.0,0.5707762557077626,0.0,3.65296803652968,0.0,0.0,0.1141552511415525,0.0,0.5707762557077626,0.0,0.22831050228310495,0.1141552511415525,0.0,0.04680365296803653,0.02054794520547945,0.08447488584474885,0.2009132420091324,0.10844748858447488,0.07534246575342465,0.06050228310502283,0.04680365296803653,0.2773972602739726,1840,499,533,263,414,131,0.2694063926940639,0.0228310502283105,2,16,12.63629,0.8743799999999999,374.0,2.59858,77.81336999999998,0.11336,-0.1023,0.63102,'AJ'
58.26446280991736,5.907801418439718,17.75,9.355256989165682,213.0,1435,4.545454545454546,2.8925619834710745,0.0,0.0,1.6528925619834711,0.0,1.6528925619834711,0.0,0.0,0.4132231404958678,0.0,0.8264462809917356,0.0,0.4132231404958678,0.4132231404958678,0.0,0.04132231404958678,0.06611570247933883,0.07851239669421488,0.15289256198347104,0.07851239669421488,0.11570247933884298,0.05785123966942149,0.05785123966942149,0.24380165289256198,511,90,158,99,116,48,0.4173553719008264,0.016528925619834708,3,16,9.06382,0.90159,141.0,2.39157,80.46637,0.11148,-0.12627,0.71631,'VE'
57.61316872427985,5.7,17.75,9.426248812049607,213.0,1397,4.526748971193416,3.2921810699588483,0.0,0.0,1.646090534979424,0.0,1.646090534979424,0.0,0.411522633744856,0.411522633744856,0.0,0.8230452674897121,0.0,0.411522633744856,0.411522633744856,0.0,0.05349794238683128,0.06995884773662553,0.06995884773662553,0.13580246913580246,0.09053497942386833,0.12757201646090535,0.04938271604938271,0.05349794238683128,0.2386831275720165,494,91,147,99,116,41,0.411522633744856,0.02469135802469136,8,16,8.981,0.8996200000000001,140.0,2.38727,78.94447,0.11255,-0.12618,0.71429,'SDEG'
53.114754098360656,6.506172839506173,33.375,17.254981164869466,267.0,1778,2.622950819672131,6.229508196721313,0.0,0.0,2.295081967213114,0.0,3.278688524590164,0.0,0.0,0.9836065573770492,0.0,0.6557377049180327,0.3278688524590164,0.0,0.0,0.0,0.032786885245901634,0.05573770491803279,0.07540983606557378,0.16065573770491806,0.08524590163934426,0.0918032786885246,0.08196721311475409,0.08852459016393442,0.2262295081967213,658,155,203,113,127,60,0.3573770491803279,0.013114754098360656,2,15,9.27609,0.88939,162.0,2.41057,74.61145,0.11577,-0.12117,0.67284,'SDFI'
49.65986394557822,5.876712328767122,29.44444444444445,13.31758329019789,265.0,1695,3.0612244897959178,5.1020408163265305,0.0,0.0,1.7006802721088434,0.3401360544217687,2.7210884353741496,0.3401360544217687,0.0,0.3401360544217687,0.0,0.6802721088435374,0.0,0.3401360544217687,0.0,0.0,0.03741496598639457,0.057823129251700675,0.07482993197278913,0.16326530612244894,0.0782312925170068,0.08503401360544217,0.07482993197278913,0.0782312925170068,0.2414965986394557,597,122,181,102,141,51,0.3129251700680272,0.047619047619047616,2,15,8.51489,0.87684,146.0,2.36853,66.57897,0.12256,-0.12195,0.6301399999999999,'BMM'
44.494382022471896,6.704545454545454,28.607142857142854,25.576690400376954,800.0,5018,2.696629213483146,3.707865168539326,0.0,0.0,1.0112359550561798,0.11235955056179776,4.2696629213483135,0.0,0.11235955056179776,0.5617977528089888,0.0,0.33707865168539325,0.0,0.11235955056179776,0.11235955056179776,0.11235955056179776,0.07640449438202247,0.04157303370786517,0.10337078651685393,0.17865168539325846,0.09887640449438202,0.10337078651685393,0.08314606741573034,0.0550561797752809,0.1831460674157304,1812,499,519,236,408,150,0.3213483146067416,0.013483146067415729,2,57,13.27395,0.88076,396.0,2.62096,82.16534,0.11032,-0.10206,0.72222,'AJ'
53.731343283582106,5.185185185185184,44.5,21.558061137310094,178.0,1010,1.9900497512437807,8.457711442786069,0.0,0.0,0.0,0.0,1.9900497512437807,0.4975124378109453,0.4975124378109453,0.0,0.0,0.4975124378109453,0.0,0.0,0.0,0.4975124378109453,0.04975124378109453,0.10945273631840796,0.1044776119402985,0.20895522388059695,0.08955223880597014,0.10945273631840796,0.05970149253731344,0.04477611940298507,0.11940298507462685,368,104,96,40,88,40,0.3781094527363184,0.024875621890547258,5,12,7.61773,0.88287,108.0,2.30098,65.32128,0.12373,-0.13069,0.7037,'SDCM'
47.99235181644361,7.059760956175299,22.66666666666667,10.50321190481561,476.0,3225,4.015296367112812,3.8240917782026767,0.0,0.0,0.19120458891013384,0.3824091778202677,3.8240917782026767,0.0,0.0,0.19120458891013384,0.0,0.19120458891013384,0.0,0.0,0.19120458891013384,0.0,0.08604206500956023,0.021032504780114723,0.11281070745697895,0.2332695984703633,0.124282982791587,0.1089866156787763,0.05736137667304015,0.03250478011472276,0.124282982791587,1203,314,350,165,282,92,0.3632887189292543,0.015296367112810709,2,18,10.97546,0.8827200000000001,251.0,2.51085,77.00041,0.11396,-0.11073,0.75697,'SDJME'
48.450704225352105,6.3895348837209305,38.625,28.06660604704459,309.0,1934,1.6901408450704225,9.577464788732394,0.8450704225352113,0.0,0.28169014084507044,0.0,4.225352112676056,0.0,0.0,0.28169014084507044,0.0,0.0,0.0,0.0,0.5633802816901409,0.0,0.07887323943661972,0.014084507042253518,0.11267605633802814,0.16619718309859155,0.09577464788732394,0.09295774647887324,0.07042253521126761,0.04225352112676056,0.17464788732394365,715,182,200,135,157,41,0.35211267605633795,0.014084507042253518,2,16,9.12881,0.8766,172.0,2.40905,68.65177,0.12069,-0.11804,0.7267399999999999,'SDCM'
59.24170616113744,6.7360000000000015,17.454545454545453,4.849810424854232,192.0,1287,5.213270142180095,2.8436018957345968,0.0,0.0,0.0,0.0,1.8957345971563984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4739336492890995,0.0,0.07109004739336493,0.023696682464454968,0.13270142180094788,0.2322274881516588,0.15639810426540285,0.10900473933649288,0.02843601895734597,0.03317535545023697,0.11374407582938388,478,107,139,65,131,36,0.44075829383886256,0.018957345971563986,2,18,8.60535,0.90218,125.0,2.3622400000000003,78.92784,0.11256,-0.12951,0.7440000000000001,'SDJME'
48.251748251748246,6.130434782608695,42.5,17.914147109663542,255.0,1616,2.097902097902098,7.3426573426573425,0.0,0.0,0.34965034965034963,0.0,1.3986013986013983,0.6993006993006993,0.0,1.7482517482517483,0.0,0.0,0.0,0.0,0.6993006993006993,0.0,0.05244755244755245,0.05944055944055944,0.1083916083916084,0.17132867132867133,0.06643356643356642,0.11188811188811187,0.09090909090909093,0.07692307692307693,0.16783216783216784,613,178,155,73,146,61,0.32867132867132864,0.02797202797202797,2,15,8.160110000000001,0.87116,138.0,2.34717,63.33162,0.12566,-0.12254,0.68116,'SDCM'
46.38009049773756,6.219512195121951,18.666666666666668,15.263817575696027,392.0,2510,2.9411764705882355,6.108597285067872,0.0,0.0,0.4524886877828054,0.0,1.8099547511312213,0.0,0.0,0.0,0.0,0.2262443438914027,0.0,0.0,0.2262443438914027,0.2262443438914027,0.07692307692307693,0.06334841628959276,0.10633484162895927,0.1968325791855204,0.07013574660633484,0.1176470588235294,0.042986425339366516,0.10407239819004524,0.11312217194570134,957,309,220,137,212,79,0.3235294117647059,0.024886877828054297,2,18,9.75086,0.87387,205.0,2.44919,69.6731,0.1198,-0.11379,0.6975600000000001,'SDCM'
41.61735700197239,6.658767772511848,34.7037037037037,13.710808968798128,937.0,5689,2.5641025641025643,4.437869822485207,0.0,0.0,0.2958579881656805,0.6903353057199211,3.3530571992110447,0.3944773175542407,0.2958579881656805,1.9723865877712032,0.09861932938856016,0.591715976331361,0.0,0.3944773175542407,0.0,0.0,0.05325443786982249,0.06903353057199213,0.08678500986193294,0.16568047337278108,0.08382642998027612,0.15384615384615385,0.10059171597633136,0.0621301775147929,0.14299802761341224,2117,531,622,307,490,167,0.2771203155818541,0.01972386587771203,2,15,13.25237,0.87335,422.0,2.62693,78.84373000000002,0.11262,-0.10014,0.66588,'DJE'
42.57083621285418,6.954545454545454,27.30434782608696,14.545086672612147,1256.0,8224,3.1789910158949546,6.08154803040774,0.3455425017277125,0.0,0.691085003455425,0.2073255010366275,2.6952315134761577,0.138217000691085,0.0691085003455425,1.0366275051831375,0.0,0.4837595024187975,0.0,0.27643400138217,0.0,0.0691085003455425,0.04837595024187975,0.0580511402902557,0.06979958534899793,0.1741534208707671,0.0939875604699378,0.10366275051831376,0.07118175535590877,0.0442294402211472,0.22252937111264687,2928,772,815,484,648,209,0.3075328265376641,0.01243953006219765,2,17,16.19371,0.88265,616.0,2.73183,89.46446999999998,0.10572,-0.09525,0.7224,'MJ'
54.97925311203321,6.524528301886793,17.958333333333332,11.932026813952813,431.0,2893,4.979253112033195,4.356846473029045,0.0,0.0,1.037344398340249,0.4149377593360996,2.074688796680498,0.2074688796680498,0.2074688796680498,0.2074688796680498,0.2074688796680498,1.6597510373443984,0.0,0.0,0.0,0.0,0.06224066390041494,0.06224066390041494,0.08091286307053942,0.17219917012448133,0.0954356846473029,0.1099585062240664,0.04356846473029045,0.07883817427385892,0.19294605809128632,1031,297,289,177,200,68,0.4190871369294606,0.010373443983402493,2,17,12.07042,0.90317,265.0,2.55074,92.04617,0.10423,-0.1122,0.76226,'MJ'
58.29383886255924,6.520325203252032,23.5,12.519984025548911,188.0,1221,3.3175355450236967,6.161137440758294,0.0,0.0,2.3696682464454977,0.0,3.3175355450236967,0.4739336492890995,0.0,1.4218009478672986,0.0,0.9478672985781992,0.0,0.0,0.0,0.0,0.04265402843601896,0.05213270142180095,0.10426540284360188,0.16113744075829384,0.10426540284360188,0.0947867298578199,0.08530805687203792,0.061611374407582936,0.1895734597156398,451,110,146,75,90,30,0.4170616113744076,0.0047393364928909965,2,15,8.46767,0.8991600000000001,123.0,2.35435,76.5689,0.11428,-0.12951,0.71545,'SDFI'
54.65116279069767,6.1191489361702125,24.86666666666667,20.19196759990357,372.0,2291,2.3255813953488373,5.813953488372092,1.3953488372093024,0.0,1.627906976744186,0.9302325581395348,2.5581395348837206,0.0,0.0,0.6976744186046512,0.0,0.0,0.0,0.2325581395348837,0.0,0.2325581395348837,0.0372093023255814,0.02558139534883721,0.07674418604651162,0.17906976744186046,0.07209302325581396,0.09767441860465116,0.09069767441860466,0.07441860465116279,0.2186046511627907,816,196,223,120,186,91,0.4255813953488372,0.004651162790697674,2,14,11.33271,0.90036,235.0,2.51728,87.7974,0.10672,-0.11431,0.77872,'MJ'
47.53246753246753,6.2076502732240435,34.8,28.173746644704533,348.0,2156,1.2987012987012987,6.233766233766234,0.0,0.0,0.5194805194805194,0.0,2.3376623376623376,0.0,0.2597402597402597,1.0389610389610389,0.2597402597402597,0.2597402597402597,0.7792207792207793,0.7792207792207793,0.0,0.0,0.041558441558441565,0.07012987012987013,0.09350649350649352,0.2025974025974026,0.10909090909090907,0.15324675324675324,0.054545454545454536,0.06493506493506493,0.11168831168831167,768,188,213,130,195,42,0.3194805194805195,0.025974025974025976,2,21,9.32654,0.8750700000000001,183.0,2.42251,68.74651,0.12061,-0.11643,0.67213,'SDEG'
55.361596009975074,6.788288288288287,34.27272727272727,16.287702606517197,377.0,2479,2.244389027431421,2.4937655860349133,0.0,0.2493765586034913,0.0,0.2493765586034913,3.2418952618453867,0.2493765586034913,0.0,1.745635910224439,0.0,0.0,0.2493765586034913,0.4987531172069826,0.0,0.0,0.0598503740648379,0.027431421446384042,0.09476309226932668,0.18703241895261846,0.11221945137157108,0.12468827930174566,0.08977556109725686,0.0598503740648379,0.18204488778054864,923,258,250,150,191,74,0.4064837905236908,0.004987531172069825,1,21,11.08615,0.90135,222.0,2.50441,87.66096999999998,0.10681,-0.11564,0.73423,'BMM'
41.57585917854149,7.945564516129032,33.484848484848484,13.799695236250935,1105.0,7661,2.766135792120704,3.93964794635373,0.16764459346186086,0.0,0.2514668901927913,0.0,5.2808046940486175,0.0,0.0,0.3352891869237217,0.0,0.0,0.0,0.0,0.0,0.0,0.08214585079631181,0.022632020117351208,0.09388097233864208,0.2481139983235541,0.10058675607711652,0.07795473595976529,0.07292539815590947,0.04107292539815592,0.18105616093880966,2844,724,761,542,643,174,0.2942162615255658,0.013411567476948869,2,19,14.36023,0.87611,496.0,2.6702,82.49693,0.1101,-0.09784,0.7076600000000001,'VE'
40.959119496855344,7.923224568138195,32.583333333333336,11.151419939481551,1173.0,8196,2.830188679245283,4.638364779874214,0.15723270440251572,0.0,0.2358490566037736,0.0,4.559748427672956,0.07861635220125786,0.0,0.3930817610062893,0.0,0.07861635220125786,0.0,0.0,0.0,0.0,0.08647798742138364,0.029088050314465413,0.1069182389937107,0.2311320754716981,0.09748427672955977,0.09276729559748427,0.06053459119496856,0.046383647798742135,0.15880503144654087,3051,792,785,600,685,189,0.29323899371069184,0.015723270440251572,2,19,14.60811,0.87513,521.0,2.68097,82.59064000000002,0.11004,-0.09697,0.7159300000000001,'SDEG'
44.26966292134831,7.4543147208121825,38.904761904761905,26.75978639302739,817.0,5284,2.359550561797753,5.50561797752809,0.0,0.0,0.2247191011235955,0.0,5.393258426966292,0.33707865168539325,0.0,1.4606741573033708,0.0,0.0,0.0,0.0,0.0,0.0,0.05617977528089888,0.030337078651685393,0.11573033707865167,0.2157303370786517,0.09887640449438202,0.11573033707865167,0.10337078651685393,0.030337078651685393,0.149438202247191,1973,471,560,325,473,144,0.3337078651685393,0.010112359550561795,2,20,13.20691,0.8800100000000001,394.0,2.6187400000000003,81.6548,0.11066,-0.10206,0.7538100000000001,'BMM'
56.2962962962963,5.7631578947368425,23.8,14.232357499725756,119.0,735,2.962962962962963,8.148148148148149,0.0,0.0,0.0,0.0,5.925925925925926,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.022222222222222227,0.014814814814814815,0.13333333333333333,0.2222222222222222,0.1111111111111111,0.05185185185185185,0.08148148148148149,0.007407407407407408,0.23703703703703705,277,60,69,51,80,17,0.4222222222222222,0.022222222222222227,2,16,6.54104,0.88287,76.0,2.21314,60.419880000000006,0.12865,-0.14128,0.75,'SDEG'
56.2962962962963,5.7631578947368425,23.8,14.232357499725756,119.0,735,2.962962962962963,8.148148148148149,0.0,0.0,0.0,0.0,5.925925925925926,0.0,0.0,0.7407407407407407,0.0,0.0,0.0,0.7407407407407407,0.0,0.0,0.022222222222222227,0.014814814814814815,0.13333333333333333,0.2222222222222222,0.1111111111111111,0.05185185185185185,0.08148148148148149,0.007407407407407408,0.23703703703703705,277,60,69,51,80,17,0.4222222222222222,0.022222222222222227,2,16,6.54104,0.88287,76.0,2.21314,60.419880000000006,0.12865,-0.14128,0.75,'SDFI'
50.101010101010104,6.758064516129032,27.75,10.79641144084459,444.0,2911,3.2323232323232323,5.252525252525253,0.0,0.0,0.6060606060606061,0.0,4.4444444444444455,0.0,0.0,0.202020202020202,0.0,0.0,0.0,0.0,0.202020202020202,0.0,0.034343434343434336,0.030303030303030307,0.09696969696969696,0.2202020202020202,0.1191919191919192,0.10303030303030304,0.06666666666666668,0.02828282828282828,0.20606060606060608,1051,312,254,156,239,90,0.3757575757575757,0.008080808080808079,2,21,11.14677,0.88861,248.0,2.51548,80.35947,0.11155,-0.11171,0.75,'MJ'
24.932614555256066,7.0594594594594575,36.111111111111114,37.604504589637905,650.0,4801,2.425876010781672,3.5040431266846364,1.0781671159029649,0.0,1.8867924528301887,0.0,5.3908355795148255,0.2695417789757412,0.0,0.2695417789757412,0.0,0.2695417789757412,0.0,0.0,0.0,0.0,0.08355795148247977,0.026954177897574125,0.1078167115902965,0.2075471698113208,0.07008086253369272,0.0862533692722372,0.07277628032345014,0.03369272237196765,0.20485175202156333,1632,403,449,304,361,115,0.01078167115902965,0.026954177897574125,2,87,6.7915600000000005,0.78984,185.0,2.31502,45.3724,0.14845999999999998,-0.10487,0.04324,'AJ'
19.34032983508246,6.9328165374677,29.27868852459016,28.448475799754416,1785.0,13427,3.0484757621189407,4.547726136931535,0.04997501249375312,0.0,0.7996001999000499,0.0,2.648675662168916,0.0,0.0,0.29985007496251875,0.0,0.4497751124437781,0.09995002498750624,0.14992503748125938,0.19990004997501248,0.0,0.06146926536731634,0.04247876061969017,0.07446276861569215,0.2263868065967017,0.09095452273863068,0.06446776611694154,0.054972513743128434,0.06246876561719141,0.2348825587206397,4415,1265,1145,662,986,357,0.02148925537231384,0.009995002498750623,2,17,8.65142,0.78386,387.0,2.48802,50.73765,0.14039,-0.09119,0.11111,'AJ'
